tweet	party
Tragic news that heroic patriots of the Army 7th Special Forces Group based in Crestview, FL lost their lives in Afghanistan in what appears to be an insider attack on an Afghan base. We are all heartbroken for their families, friends & loved ones.	1
"If you lavish your food on the hungry & satisfy the afflicted;
Then your light shall rise in the darkness,& your gloom shall become like midday; Then the LORD will guide you always & satisfy your thirst in parched places,will give strength to your bones.

Isaiah 58:10-11"	1
Thanking God that  no one was injured in today’s politically motivated attack against @DuvalGOP volunteers today. …	1
"When he set for the sea its limit,so that the waters should not transgress his command;
When he fixed the foundations of earth, then was I beside him as artisan; I was his delight day by day,
playing before him all the while

Proverbs 8:29-30"	1
If any of these democrat candidates on stage tonight were President right now #Soleimani would still be alive & a bunch of Americans might be dead.	1
"Democrat candidates at debate saying that no evidence existed that #Soleimani was planning a near-term attack don’t know what they are talking about. 

@POTUS entire national security team agreed with his decision because the threat to Americans was real & immediate"	1
"Col. Vindman wasn’t “fired” he’s still an Army officer. He was assigned to NSC to serve the President who has a right to have people he trusts on his staff

Sondland was a politically appointee. No point in having a political appointee who no longer has the Presidents confidence"	1
And we were also recognized for having the best constituent services in the entire Senate and best among all Republicans in all of Congress …	1
"2019 was another great year

In the annual 2019 report card out of 100 Senators I was: 
-#2 in leadership score (4th in 2018)
-#2 in bills filed (#3 in 2018)
-Tied for 4th for most bills enacted into law (also #4 in 2018) …"	1
"I will be occasionally posting definitions of words & phrases  used by political media in a series entitled #MediaWordOfTheDay 

Our first word is:
“prin·​ci·​pled”
:exhibiting,based on,or characterized by agreement with the views of the political left and/or their media enablers"	1
"Volume III of our bipartisan Senate Intel report on #Putin effort to interfere in 2016 Election is now available. 

Read it here:
 …"	1
.@FifthThird made the right decision to resume support for school choice scholarships for low income students in #Florida. Great job by the bipartisan coalition that made this possible. …	1
"The LORD is my strength and my shield,in whom my heart trusts.

Psalms 28:7"	1
"Yours, LORD, are greatness and might,majesty, victory, and splendor. For all in heaven and on earth is yours;yours, LORD, is kingship;you are exalted as head over all.

1 Chronicles 29:11"	1
The reaction to the final vote in the #SenateImpeachmentTrial is a good reminder that when editorial boards,opinion writers & cable news commentators talk about putting “principle over politics” & “country over party” what they really mean is agreeing with them.	1
".@politico story on efforts to bully donors to no longer support Florida’s school choice program is textbook example of narrative bias in media

A supporter of program pointed out who is most hurts by this bullying. 

But Politico decided to cut out ""mostly children of color"""	1
#Venezuela	1
"Jobs,security,health care & the education of their children is what matters to people in the real world. Not the silly temper tantrums of socialists & radicals on the left. 

  #FoxNews"	1
"¡Estamos unidos, Presidente @realDonaldTrump!

Me llevo el compromiso y apoyo de los #EEUU hacia nuestra lucha  para lograr la Libertad de #Venezuela.

En nombre de millones de venezolanos que seguimos de pie y luchando: Gracias Pdte, Gracias pueblo de los #EEUU. #SOTU"	1
"Last night at the #SOTU2020 two things were very clear:

1. ⁦@POTUS⁩ is firmly committed to helping #Venezuela restore its democracy & oust the illegitimate #MaduroRegime; and

2. The cause of freedom in #Venezuela has strong bipartisan support"	1
The Speaker embarrassed herself by ripping up her paper copy of the speech in dramatic fashion. So pathetic. #SOTU2020	1
These banks pulling funds from scholarship for low income students is a stunt to prove they are “woke”. They aren’t hurting schools with allegedly discriminatory policies. They are hurt low-income students,most of whom go to schools without those policies. …	1
"Think #IowaCaucus meltdown is bad?

Imagine very close Presidential election

Russian or Chinese hackers tamper with preliminary reporting system in key counties 

When the official results begin to be tabulated it shows a different winner than the preliminary results online"	1
"En #EEUU la causa venezolana ha recibido un apoyo unificado.

Hemos estado en ocho países y conversado con decenas de líderes, buscando todas las acciones necesarias. 

La presión del mundo debe ser conjunta con la de los venezolanos. ¡Nos vemos pronto!"	1
"On the day of my distress I call to you,for you will answer me.

Psalms 86:7"	1
"If House votes to impeach,the Senate decides not just guilt or innocence,but also whether removal is in the nations best interest

EVEN IF (not EVEN THOUGH) Article I could be proven,removal would not serve the nations best interest;

Article II is a joke."	1
"But you, LORD, are a shield around me; my glory, you keep my head high

Psalms 3:4"	1
.@shakira & @JLo featuring BadBunny & J Balvin with an A+ #PepsiHalftime at #SuperBowlLIV	1
#SuperBowl #SuperBowlLIV #SuperBowl2020 …	1
"World class journalism by @satopol in @NYTmag about how #China’s Communist Party is trying to erase #Uighur’s identity, culture & religion.

  …"	1
